team,conference,conf_wins,conf_losses,standing_index,conf_index,overall_index
Navy,american athletic,0,1,0.0714285714285714,0.5454545454545454,0.03896103896103894
Boise State,pac-12,0,0,1.0,0.18181818181818177,0.18181818181818177
Colorado State,pac-12,0,0,0.875,0.18181818181818177,0.15909090909090906
Fresno State,pac-12,0,0,0.75,0.18181818181818177,0.13636363636363633
Oregon State,pac-12,0,0,0.625,0.18181818181818177,0.1136363636363636
San Diego State,pac-12,0,0,0.5,0.18181818181818177,0.09090909090909088
Washington State,pac-12,0,0,0.375,0.18181818181818177,0.06818181818181816
Texas State,pac-12,0,0,0.25,0.18181818181818177,0.04545454545454544
Utah State,pac-12,0,0,0.125,0.18181818181818177,0.02272727272727272
Duke,acc,1,0,1.0,0.7272727272727273,0.7272727272727273
Miami,acc,2,0,0.9411764705882353,0.7272727272727273,0.6844919786096256
Virginia,acc,1,0,0.8823529411764706,0.7272727272727273,0.6417112299465241
Pittsburgh,acc,1,0,0.8235294117647058,0.7272727272727273,0.5989304812834224
Louisville,acc,1,0,0.7647058823529411,0.7272727272727273,0.5561497326203209
California,acc,1,0,0.7058823529411764,0.7272727272727273,0.5133689839572192
Clemson,acc,1,0,0.6470588235294117,0.7272727272727273,0.4705882352941176
SMU,acc,1,1,0.5882352941176471,0.7272727272727273,0.4278074866310161
Virginia Tech,acc,0,0,0.5294117647058824,0.7272727272727273,0.3850267379679145
Georgia Tech,acc,0,0,0.47058823529411764,0.7272727272727273,0.3422459893048128
Boston College,acc,0,0,0.4117647058823529,0.7272727272727273,0.2994652406417112
NC State,acc,0,1,0.3529411764705882,0.7272727272727273,0.2566844919786096
North Carolina,acc,0,1,0.2941176470588235,0.7272727272727273,0.213903743315508
Wake Forest,acc,0,1,0.23529411764705888,0.7272727272727273,0.17112299465240646
Florida State,acc,0,1,0.17647058823529416,0.7272727272727273,0.12834224598930485
Syracuse,acc,0,2,0.11764705882352944,0.7272727272727273,0.08556149732620323
Stanford,acc,0,2,0.05882352941176472,0.7272727272727273,0.042780748663101616
Kennesaw State,conference usa,0,0,1.0,0.2727272727272727,0.2727272727272727
Sam Houston,conference usa,0,0,0.9,0.2727272727272727,0.24545454545454545
Delaware,conference usa,0,0,0.8,0.2727272727272727,0.21818181818181817
Liberty,conference usa,0,0,0.7,0.2727272727272727,0.1909090909090909
Middle Tennessee,conference usa,0,0,0.6,0.2727272727272727,0.1636363636363636
Jacksonville State,conference usa,0,0,0.5,0.2727272727272727,0.13636363636363635
New Mexico State,conference usa,0,0,0.4,0.2727272727272727,0.10909090909090909
Florida International,conference usa,0,0,0.30000000000000004,0.2727272727272727,0.08181818181818182
Missouri State,conference usa,0,0,0.19999999999999996,0.2727272727272727,0.05454545454545453
Western Kentucky,conference usa,0,0,0.09999999999999998,0.2727272727272727,0.027272727272727264
Indiana,big ten,0,0,1.0,0.9090909090909091,0.9090909090909091
USC,big ten,1,0,0.9444444444444444,0.9090909090909091,0.8585858585858586
UCLA,big ten,1,0,0.8888888888888888,0.9090909090909091,0.808080808080808
Ohio State,big ten,0,0,0.8333333333333334,0.9090909090909091,0.7575757575757576
Penn State,big ten,0,0,0.7777777777777778,0.9090909090909091,0.7070707070707071
Nebraska,big ten,0,0,0.7222222222222222,0.9090909090909091,0.6565656565656566
Iowa,big ten,0,0,0.6666666666666667,0.9090909090909091,0.6060606060606061
Oregon,big ten,0,0,0.6111111111111112,0.9090909090909091,0.5555555555555556
Maryland,big ten,0,0,0.5555555555555556,0.9090909090909091,0.5050505050505051
Northwestern,big ten,0,0,0.5,0.9090909090909091,0.45454545454545453
Minnesota,big ten,0,0,0.4444444444444444,0.9090909090909091,0.404040404040404
Illinois,big ten,0,0,0.38888888888888884,0.9090909090909091,0.3535353535353535
Washington,big ten,0,0,0.33333333333333337,0.9090909090909091,0.30303030303030304
Wisconsin,big ten,0,0,0.2777777777777778,0.9090909090909091,0.25252525252525254
Michigan,big ten,0,0,0.2222222222222222,0.9090909090909091,0.202020202020202
Michigan State,big ten,0,0,0.16666666666666663,0.9090909090909091,0.15151515151515146
Purdue,big ten,0,1,0.11111111111111116,0.9090909090909091,0.10101010101010105
Rutgers,big ten,0,1,0.05555555555555558,0.9090909090909091,0.050505050505050525
Notre Dame,fbs independents,0,0,1.0,0.6363636363636364,0.6363636363636364
UConn,fbs independents,0,0,0.5,0.6363636363636364,0.3181818181818182
